"","date","brand","lastPrice","ticker","shoeName","tradeVolmn","shoeDesc","tradeRange","shoeVol","pricePrem"
"1484","2018","nike",235,"VPRMX2M-UNIGLDW","Air VaporMax Moc 2 University Gold (W)","Size: 7.5W",NA,"Trade Range (12 Mos.)US$ 213 - US$ 257",9.4,17.5
"1485","2018","nike",386,"AM97BW-SKEPTA","Air Max 97/BW Skepta","Size: 8.5","The Nike Air Max 97 BW Skepta’s are a pair that will keep your collection grimey in a good way. These special Air Max 97s were made in collaboration with UK-based rapper Skepta, and are an Air Max hybrid, featuring the upper of the BW sitting atop the tooling from the Air Max 97. These feature a clean summit white, hyper cobalt, and white colorway, with red accents on the right shoe and blue on the left. They were released in May of 2018, where they were available at select Nike Sportswear retailers worldwide. If you want to keep your sneaker collection SHUTDOWN, place a bid on these Skeptas today. Truss mi. ","Trade Range (12 Mos.)US$ 328 - US$ 444",15.2,103.2
"1486","2018","nike",300,"VF4PFK-BCIB","Nike VaporFly 4% Flyknit Bright Crimson Ice Blue","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 288 - US$ 312",4,20
"1487","2018","nike",330,"AM98-GNDM18","Air Max 98 Gundam (2018)","Size: 12",NA,"Trade Range (12 Mos.)US$ 303 - US$ 357",8.1,106.3
"1488","2018","nike",399,"KB1PRTRO-RDCMO","Kobe 1 Protro Undefeated Red Camo (Santa Monica)","Size: 12",NA,"Trade Range (12 Mos.)US$ 358 - US$ 440",10.2,121.7
"1489","2018","nike",750,"KB1PRTRO-YLLWCMO","Kobe 1 Protro Undefeated Yellow Camo (La Brea)","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 695 - US$ 805",7.4,316.7
"1490","2018","nike",54,"NK-AHDBKV","Air Huarache Drift Black Volt","Size: 11",NA,"Trade Range (12 Mos.)US$ 43 - US$ 65",19.5,-55
"1491","2018","nike",54,"NK-BJDIFPCGY","Nike Benassi JDI Fanny Pack Cool Grey","Size: 12",NA,"Trade Range (12 Mos.)US$ 45 - US$ 63",17.1,8
"1492","2018","nike",65,"KBAD-PRTWNE","Kobe A.D. Port Wine","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 59 - US$ 71",8.9,-56.7
"1493","2018","nike",60,"AM1-STHBCHGS","Air Max 1 South Beach (GS)","Size: 6.5Y",NA,"Trade Range (12 Mos.)US$ 49 - US$ 71",18,-29.4
"1494","2018","nike",80,"NK-AM180U18W","Air Max 180 Ultramarine 2018 (W)","Size: 6.5W",NA,"Trade Range (12 Mos.)US$ 70 - US$ 90",12.5,-38.5
"1495","2018","nike",99,"AF1LC-BLK","Air Force 1 Low Canvas Black","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 92 - US$ 106",6.7,-23.8
"1496","2018","nike",75,"NK-ACGDMER","Nike ACG Dog Mountain Emerald Rise","Size: 11",NA,"Trade Range (12 Mos.)US$ 61 - US$ 89",18.8,-31.8
"1497","2018","nike",95,"SBDNKL-EST","Nike SB Dunk Low Rivals Pack (East)","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 86 - US$ 104",9.4,-5
"1498","2018","nike",75,"HMRA17-CMOHAY","Air Humara 17 Camo Hay","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 62 - US$ 88",16.7,-50
"1499","2018","nike",66,"NK-SBDLSWTWG","Nike SB Dunk Low Summit White Wolf Grey","Size 8",NA,"Trade Range (12 Mos.)US$ 51 - US$ 81",22.3,-26.7
"1500","2018","nike",79,"AM1-DSTCAMO","Air Max 1 Desert Camo","Size: 10",NA,"Trade Range (12 Mos.)US$ 67 - US$ 91",15.7,-39.2
"1501","2018","nike",75,"AM1-JDIBLK","Air Max 1 Just Do It Pack Black","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 64 - US$ 86",14.6,-37.5
"1502","2018","nike",81,"NK-AM1AM93LEGD","Air Max 1 Air Max 93 Logo Elemental Gold","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 74 - US$ 88",8.9,-37.9
"1503","2018","nike",77,"KYR4-BLKMETSLVR","Kyrie 4 Black Metallic Silver","Size: 12",NA,"Trade Range (12 Mos.)US$ 74 - US$ 80",4.2,-35.8
"1504","2018","nike",89,"AM180-BRGHTCRMC","Air Max 180 Bright Ceramic","Size 8",NA,"Trade Range (12 Mos.)US$ 77 - US$ 101",13.6,-31.5
"1505","2018","nike",70,"AM90-DGCMOOLV","Air Max 90 Digi Camo Olive","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 53 - US$ 87",23.8,-41.7
"1506","2018","nike",71,"PG2-MAMBA","PG 2 Mamba Mentality","Size: 10",NA,"Trade Range (12 Mos.)US$ 49 - US$ 93",30.4,-35.5
"1507","2018","nike",60,"AF1L-MOTOW","Air Force 1 Low Moto (W)","Size: 6W",NA,"Trade Range (12 Mos.)US$ 32 - US$ 88",46,-40
"1508","2018","nike",65,"AM93-WTRMLN","Air Max 93 Watermelon","Size: 10",NA,"Trade Range (12 Mos.)US$ 53 - US$ 77",18.2,-50
"1509","2018","nike",98,"MONEY-BLKWHT","Air More Money Black White","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 89 - US$ 107",9.5,-38.8
"1510","2018","nike",80,"M2KTKNO-PNKFMW","Nike M2K Tekno Pink Foam (W)","Size: 9.5W",NA,"Trade Range (12 Mos.)US$ 59 - US$ 101",26,-20
"1511","2018","nike",80,"NK-ADMBKHG","Nike ACG Dog Mountain Black Hyper Grape","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 67 - US$ 93",16.8,-27.3
"1512","2018","nike",92,"NK-AM90VPMBZ","Air Max 90 Varsity Pack Muted Bronze","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 75 - US$ 109",18.7,-34.3
"1513","2018","nike",85,"UPTEMPO-PBJGS","Air More Uptempo Peanut Butter & Jelly (GS)","Size: 7Y",NA,"Trade Range (12 Mos.)US$ 71 - US$ 99",17,-34.6
"1514","2018","nike",216,"KD10-BHM18","KD 10 Black History Month (2018)","Size: 12",NA,"Trade Range (12 Mos.)US$ 169 - US$ 263",21.7,44
"1515","2018","nike",95,"AM270FK-AGRTGR","Air Max 270 Flyknit Atmosphere Grey Thunder Grey","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 84 - US$ 106",11.4,-44.1
"1516","2018","nike",120,"AM1-WLFGRYBLK","Air Max 1 Wolf Grey Black","Size: 14",NA,"Trade Range (12 Mos.)US$ 101 - US$ 139",16,9.1
"1517","2018","nike",93,"AF1HSHD-THNK16","Air Force 1 High Sheed Think 16 (Rude Awakening)","Size: 10","We can guaransheed that ball don’t lie while wearing these Air Force 1 High Sheed Think 16s on the court. The first drop in Nike’s 2018 ""Art of a Champion"" campaign, these sneakers celebrate the legendary Rasheed Wallace and his NBA Championship run with the 2003-04 Detroit Pistons. They come in a PE-inspired white and bluejay colorway, sporting a white-based patent leather upper with blue accents and the “Sheed” logo embroidered on the heels. Known as the “Rude Awakening” edition, they draw inspiration from Wallace’s performance in Game 4 of the 2004 NBA Finals. Their release date was April of 2018 and they came exclusively in men’s sizes. Those looking for a pair can buy this Nike Air Force 1 High Sheed Think 16 online today by placing a Bid on StockX. Got a pair of these AF1’s to sell? List them up on the marketplace now.","Trade Range (12 Mos.)US$ 28 - US$ 158",69.4,-28.5
"1518","2018","nike",109,"AM270-VOLT","Air Max 270 Volt","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 99 - US$ 119",8.7,-27.3
"1519","2018","nike",140,"PENNY1-WHTMET18","Air Max Penny White Metallic (2018)","Size: 12",NA,"Trade Range (12 Mos.)US$ 125 - US$ 155",11.1,-12.5
"1520","2018","nike",80,"NK-AF1AFCTBK","Air Force 1 Foamposite Cup Triple Black","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 60 - US$ 100",25.2,-60
"1521","2018","nike",107,"KYR4-KIX","Kyrie 4 Kix","Size: 12","The kid-friendly Kyrie Kix are one of three sneakers in the Kyrie 4 cereal pack. This particular sneaker emulates the colors found on the Kix cereal box. The upper is amarillo yellow, with a light blue Nike Swoosh and midsole, and a white outsole. This pair dropped in August 2018 for $120.","Trade Range (12 Mos.)US$ 95 - US$ 119",11.2,-10.5
"1522","2018","nike",100,"AF1LS-NBABBGLF","Air Force 1 Low Sport NBA Black Blue Gale Laser Fuchsia","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 50 - US$ 150",50,NA
"1523","2018","nike",86,"PENNY1-USA","Air Max Penny USA","Size: 13",NA,"Trade Range (12 Mos.)US$ 64 - US$ 108",26.1,-46.3
"1524","2018","nike",75,"AF1HJX-VLASHW","Air Force 1 High Jester XX Violet Ash (W)","Size: 7.5W",NA,"Trade Range (12 Mos.)US$ 55 - US$ 95",27.2,-37.5
"1525","2018","nike",130,"KYR4-NCAA","Kyrie 4 NCAA","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 115 - US$ 145",11.2,8.3
"1526","2018","nike",100,"NK-AM95RDCWGD","Air Max 95 Red Crush Wheat Gold","Size: 11",NA,"Trade Range (12 Mos.)US$ 84 - US$ 116",16.2,-41.2
"1527","2018","nike",120,"SFAF1M-CRLSTRDST","SF Air Force 1 Mid Coral Stardust","Size: 10",NA,"Trade Range (12 Mos.)US$ 97 - US$ 143",19,-25
"1528","2018","nike",120,"NK-AM97WTBKPVGS","Air Max 97 White Black Persian Violet (GS)","Size: 5.5Y",NA,"Trade Range (12 Mos.)US$ 118 - US$ 122",2,-20
"1529","2018","nike",158,"AM1-JDIWHTW","Air Max 1 Just Do It White (W)","Size: 6W","Keeping with the over-branded aestheic of late, this women's exclusive Nike Air Max 1 LX Just Do It White features Nike logos and slogans placed throughout the sneaker. These logos are featured all over the shoes, including on the side panels, ankle, and toe box. Additionally hits of total orange can be found on the tongue, Air Max bubble, and on the outsole. Retailing for $110, this pair dropped in June, 2018.","Trade Range (12 Mos.)US$ 146 - US$ 170",7.8,43.6
"1530","2018","nike",166,"RE55-BSLRDW","Nike React Element 55 Black Solar Red (W)","Size: 6W",NA,"Trade Range (12 Mos.)US$ 148 - US$ 184",11.1,27.7
"1531","2018","nike",104,"NK-AMMWGYIGN","Air More Money Wolf Grey Island Green","Size 8",NA,"Trade Range (12 Mos.)US$ 76 - US$ 131",26.4,-35.3
"1532","2018","nike",133,"NK-K1PWTBKRD","Kobe 1 Protro White Black Red","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 115 - US$ 151",13.7,-24
"1533","2018","nike",155,"AM97-TGRCAMO","Air Max 97 Tiger Camo","Size: 12",NA,"Trade Range (12 Mos.)US$ 129 - US$ 181",16.6,-8.8
"1534","2018","nike",126,"AM98-CMOCLSC","Air Max 98 Camo Classic","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 104 - US$ 148",17.6,-30
"1535","2018","nike",120,"EPCRCTFK-VLTGLW","Nike Epic React Flyknit Volt Glow","Size: 10",NA,"Trade Range (12 Mos.)US$ 91 - US$ 149",24.4,-20
"1536","2018","nike",86,"NK-ERFCNHJ","Nike Epic React Flyknit College Navy Hyper Jade","Size: 12",NA,"Trade Range (12 Mos.)US$ 59 - US$ 113",31.3,-42.7
"1537","2018","nike",125,"NK-AM97U17HBLO","Air Max 97 Ultra 17 HAL Black Olive","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 108 - US$ 142",13.6,-26.5
"1538","2018","nike",135,"NK-AM270BKTOG","Air Max 270 Black Total Orange","Size 6",NA,"Trade Range (12 Mos.)US$ 119 - US$ 151",11.8,-10
"1539","2018","nike",130,"NK-VPFBKMSVWT","Nike VaporMax Premier Flyknit Black Metallic Silver White","Size: 8.5",NA,"Trade Range (12 Mos.)US$ 119 - US$ 141",8.5,-42.2
"1540","2018","nike",170,"FLY-CHIMR18","Nike Zoom Fly Chicago Marathon (2018)","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 157 - US$ 183",7.9,13.3
"1541","2018","nike",80,"AF1L-LNY18","Air Force 1 Low Lunar New Year (2018)","Size: 12",NA,"Trade Range (12 Mos.)US$ 61 - US$ 99",23.2,-38.5
"1542","2018","nike",135,"AM97-GVAICEW","Air Max 97 Guava Ice (W)","Size: 10W",NA,"Trade Range (12 Mos.)US$ 118 - US$ 152",12.7,-20.6
"1543","2018","nike",150,"AM97-OBSDN","Air Max 97 Obsidian","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 132 - US$ 168",12.2,-6.3
"1544","2018","nike",160,"NK-AM95WGPV","Air Max 95 Wolf Grey Persian Violet","Size: 13",NA,"Trade Range (12 Mos.)US$ 136 - US$ 184",14.7,NA
"1545","2018","nike",130,"AM180-NTOPS","Air Max 180 Night Ops","Size: 10",NA,"Trade Range (12 Mos.)US$ 107 - US$ 153",17.8,-13.3
"1546","2018","nike",155,"AM270-BRLYRSEW","Air Max 270 Barely Rose (W)","Size: 8W",NA,"Trade Range (12 Mos.)US$ 129 - US$ 181",17,3.3
"1547","2018","nike",145,"VPRMX2-SPDRMN","Air VaporMax 2 Spiderman","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 134 - US$ 156",7.4,-23.7
"1548","2018","nike",95,"HGRP-BKOLVC","Air Huarache Gripp Black Olive Canvas","Size 9",NA,"Trade Range (12 Mos.)US$ 80 - US$ 110",16.3,-36.7
"1549","2018","nike",200,"NK-AMDMNVLO","Air Max Deluxe Midnight Navy Laser Orange","Size: 12","Air Max heads worldwide rejoice as the Nike Air Max Deluxe makes it first retro appearance since originally releasing in 1999. In true OG fashion, this colorway features the original Deluxe Midnight Navy Laser Orange colorway. A multicolored neoprene upper leads to a full-length Air Zoom unit in the midsole (shoutout to the AM 97). Releasing in July 2018, this pair retailed for $180.","Trade Range (12 Mos.)US$ 168 - US$ 232",16.1,11.1
"1550","2018","nike",169,"RKLRDG-BLKHABRD","Nike ACG Ruckel Ridge Black Habanero Red","Size: 13",NA,"Trade Range (12 Mos.)US$ 155 - US$ 183",8.3,-6.1
"1551","2018","nike",91,"FOAMP-SQUAGS","Air Foamposite Pro Sequoia (GS)","Size: 6.5Y",NA,"Trade Range (12 Mos.)US$ 61 - US$ 121",32.7,-49.4
"1552","2018","nike",160,"LZS1-THNK16","LeBron Zoom Soldier 1 Think 16 (25 Straight)","Size: 9.5","The Nike LeBron Soldier 1 25 Straight is the perfect pair for some hero ball at your next pickup game. Commemorating what many consider to be the first of now many legendary LeBron performances, these were the shoes James debuted during the 2007 NBA Playoffs, where he exploded for 25 straight points against the Detroit Pistons. Dressed in Navy, Gold and White, these sneakers come with a strap across the midfoot and equipped with Zoom technology. Additional details includes tally marks on the insoles to complete the Think 16 theme. These throwback LeBrons dropped in May of 2018 and are a must for any Cavs fan. I also want you all to know this was the hardest thing I’ve had to write as a Pistons fan since the words “We signed Josh Smith.”","Trade Range (12 Mos.)US$ 144 - US$ 176",10.1,6.7
"1553","2018","nike",130,"AM270-OLCN","Air Max 270 Olive Canvas","Size 9",NA,"Trade Range (12 Mos.)US$ 116 - US$ 144",10.8,-13.3
"1554","2018","nike",168,"AM270-BNEPNCHGS","Air Max 270 Light Bone Hot Punch (GS)","Size: 6.5Y",NA,"Trade Range (12 Mos.)US$ 141 - US$ 195",16.2,40
"1555","2018","nike",220,"VNDLH-JEBKW","Nike Vandal High John Elliott Black White","Size 7",NA,"Trade Range (12 Mos.)US$ 210 - US$ 230",4.5,46.7
"1556","2018","nike",165,"NK-AM97WGSRVPW","Air Max 97 Wolf Grey Solar Red Vivid Purple (W)","Size: 11W",NA,"Trade Range (12 Mos.)US$ 132 - US$ 198",19.9,3.1
"1557","2018","nike",140,"AM97-PRRSW","Air Max 97 Particle Rose (W)","Size: 7W",NA,"Trade Range (12 Mos.)US$ 130 - US$ 150",7.1,-17.6
"1558","2018","nike",150,"KBNXT360-INFRRD","Kobe NXT 360 Infrared","Size: 7.5",NA,"Trade Range (12 Mos.)US$ 128 - US$ 172",14.9,-25
"1559","2018","nike",139,"NK-AVM2DCHJ","Air VaporMax 2.0 Dusty Cactus Hyper Jade","Size 9",NA,"Trade Range (12 Mos.)US$ 110 - US$ 167",20.5,-26.9
"1560","2018","nike",158,"UPTEMPO96-CHI96","Air More Uptempo Pinstripe","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 144 - US$ 172",9.1,-1.3
"1561","2018","nike",170,"VPRMX2-WHTBLK","Air VaporMax 2 White Black","Size: 10",NA,"Trade Range (12 Mos.)US$ 158 - US$ 182",7.2,-10.5
"1562","2018","nike",185,"NK-AMP97LOBW","Air Max Plus 97 Light Orewood Brown","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 169 - US$ 201",8.4,15.6
"1563","2018","nike",70,"AF1SGL-BKWHTW","Air Force 1 Sage Low Black White (W)","Size: 9W",NA,"Trade Range (12 Mos.)US$ 29 - US$ 111",58.7,-30
"1564","2018","nike",150,"NK-AVMPLMW","Air VaporMax Plus Light Menta (W)","Size: 8.5W",NA,"Trade Range (12 Mos.)US$ 134 - US$ 166",10.4,-21.1
"1565","2018","nike",200,"NK-AVM2ABK","Air VaporMax Moc 2 Acronym Black","Size: 9.5","What may be considered the sneakiest heat of 2018, the Acronym Air VaporMax Moc is back in black. The Acronym® camo prints dominate the Nike Flyknit upper, while the laceless design, modified heel clip, and bold texture treatments reflect an industrial aesthetic. The speckled Flyknit upper and the first fully-painted Air VaporMax unit evoke, according to Nike, “the vastness of a night sky on the frontier.” These shoes dropped in April of 2018 and are a must-own for fans of the Acronym brand or John Mayer.","Trade Range (12 Mos.)US$ 186 - US$ 214",6.8,-11.1
"1566","2018","nike",145,"VM2-PRBGIGLW","Air VaporMax 2 Particle Beige Igloo (W)","Size: 9W",NA,"Trade Range (12 Mos.)US$ 124 - US$ 166",14.6,-23.7
"1567","2018","nike",150,"NK-AVMPBKTRDHVW","Air VaporMax Plus Black Team Red Hyper Violet (W)","Size: 10W",NA,"Trade Range (12 Mos.)US$ 109 - US$ 191",27.2,-21.1
"1568","2018","nike",185,"KBAD-BKPRP","Kobe AD Black Purple","Size: 12.5",NA,"Trade Range (12 Mos.)US$ 162 - US$ 208",12.6,32.1
"1569","2018","nike",130,"AM270-WHTBKURD","Air Max 270 White Black University Red","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 103 - US$ 157",20.6,-13.3
"1570","2018","nike",174,"AM270-UNIGLD","Air Max 270 University Gold","Size 9",NA,"Trade Range (12 Mos.)US$ 163 - US$ 185",6.1,16
"1571","2018","nike",80,"AF270-RDCRC","Air Force 270 Red Croc","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 47 - US$ 113",41.1,-50
"1572","2018","nike",205,"VPRMXPLS-STRNG","Air VaporMax Plus String","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 182 - US$ 228",11,7.9
"1573","2018","nike",209,"VPRMXPLS-SHRK","Air VaporMax Plus Shark","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 188 - US$ 230",9.9,10
"1574","2018","nike",120,"VNDL2K-GYMBLUW","Nike Vandal 2K Gym Blue (W)","Size: 8.5W",NA,"Trade Range (12 Mos.)US$ 113 - US$ 127",5.9,NA
"1575","2018","nike",299,"AM270-BETRUE18","Air Max 270 Betrue (2018)","Size: 13","Put some pride in your outfit with these ""BETRUE"" Nike Air Max 270s. Made to honor the LGBTQ community and its history, these 270s come in purple dawn, black, pink blast and multi-color. Sporting a light purple and black upper with pink accents and an individually dyed, rainbow Max Air unit in the heel, they dropped in June of 2018, and came exclusively in men's sizes. If you're a fan of the Air Max 270 and love rainbow detailing on your kicks, you can't miss out on a pair of these.","Trade Range (12 Mos.)US$ 259 - US$ 339",13.5,86.9
"1576","2018","nike",234,"NK-KADNXT360BMC","Kobe NXT 360 Black Multi-Color","Size: 10","Although it’s known as Mamba Day, the Kobe NXT 360 proves that Vino was a better nickname for both the player and his shoes. They just keep getting better with age. The third iteration of Kobe Bryant’s A.D. silhouette, they debuted on the feet of DeMar DeRozan in March of 2018. The shoes come in black and multi-color, and feature a black-based wrap-around Flyknit upper, iridescent multi-color branding on the tongue and the “Swoosh” on the sides. They also feature a drop-in Lunarlon midsole and Nike REACT cushioning and a full translucent outsole. Their release date was Mamba Day 2018 and If you’re a fan of Kobe Bryant and continue to rock his kicks, this pair belongs in your rotation.","Trade Range (12 Mos.)US$ 188 - US$ 280",19.9,17
"1577","2018","nike",195,"NK-AVMBKMGD","Air VaporMax Black Mineral Gold","Size: 11",NA,"Trade Range (12 Mos.)US$ 166 - US$ 224",14.9,2.6
"1578","2018","nike",250,"L15-GRFFY","LeBron 15 Griffey","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 218 - US$ 282",12.9,25
"1579","2018","nike",285,"NK-AVPBKOC","Air VaporMax Plus Black Orange Crimson","Size: 11",NA,"Trade Range (12 Mos.)US$ 260 - US$ 310",8.9,50
"1580","2018","nike",240,"L15-ORNGBX","LeBron 15 Orange Box","Size: 10","The LeBron 15 Orange Box pays homage to something almost as iconic as the swoosh: the first Nike shoe box from 1972. This was the third colorway of the Nike LeBron 15 released as part of the “LeBron Watch” Series.The shoe also features an all-orange BattleKnit upper with “Nike Air” branding embroidered on the heel and a grey striped midsole, mimicking the bottom of the shoe box. These special LeBrons dropped in March of 2018, and released exclusively via the Nike SNKRS app. Not to worry Nike die-hards, the Orange Boxes can still be bought or sold on StockX today.","Trade Range (12 Mos.)US$ 168 - US$ 312",30,20
"1581","2018","nike",237,"NK-AVPB18","Air VaporMax Plus Betrue (2018)","Size: 4.5","These ""BETRUE"" Air VaporMax Plus are perfect for adding a pop of color to that summer outfit. Made to honor the LGBTQ Community, they come in a purple pulse, black and pink blast colorway, featuring a multi-color upper with black accents, ""BETRUE"" branding on the back heel pull tab, and a rainbow colored, individually dyed VaporMax cushioned sole. These dropped in June of 2018, where they were available at select Nike Sportswear retailers worldwide. If you're a fan of VaporMax and love multi-colored kicks, you can't miss out on this pair.","Trade Range (12 Mos.)US$ 196 - US$ 278",17.2,24.7
"1582","2018","nike",240,"AM180-CDGBLK","Air Max 180 Comme des Garcons Black","Size: 7.5",NA,"Trade Range (12 Mos.)US$ 185 - US$ 295",23,-7.7
"1583","2018","nike",NA,"NK-K1PUFJ","Kobe 1 Protro Undefeated Flight Jacket","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 2,821 - US$ 5,385",31.2,2179.4
"1584","2018","nike",110,"AM90-BKWGDG","Air Max 90 Black Wolf Grey Dark Grey","Size: 12",NA,"Trade Range (12 Mos.)US$ 100 - US$ 120",9.5,NA
"1585","2018","nike",65,"AF1L-VSTGRYBLK","Air Force 1 Low Vast Grey Black","Size: 13",NA,"Trade Range (12 Mos.)US$ 56 - US$ 74",14.5,-27.8
"1586","2018","nike",60,"VRTK-LGNPLS","Nike Vortak Lagoon Pulse","Size: 13",NA,"Trade Range (12 Mos.)US$ 54 - US$ 66",10.8,-29.4
"1587","2018","nike",55,"SBAF2L-WST","Nike SB Air Force 2 Low Rivals Pack (West)","Size: 11",NA,"Trade Range (12 Mos.)US$ 45 - US$ 65",18.1,-42.1
"1588","2018","nike",110,"NK-SBDLDLB","Nike SB Dunk Low Decon Light Bone","Size: 11",NA,"Trade Range (12 Mos.)US$ 88 - US$ 132",20.4,10
"1589","2018","nike",120,"SBAF2L-76ERS","Nike SB Air Force 2 Low 76ers","Size: 13",NA,"Trade Range (12 Mos.)US$ 101 - US$ 139",15.8,26.3
"1590","2018","nike",50,"NK-SGBKHL","Nike Shox Gravity Black Hot Lime","Size: 10",NA,"Trade Range (12 Mos.)US$ 43 - US$ 57",13.8,-66.7
"1591","2018","nike",65,"CLCRTZLTHR-WHTBLK","Nike Classic Cortez Leather White Black","Size: 10",NA,"Trade Range (12 Mos.)US$ 59 - US$ 71",9.6,-18.8
"1592","2018","nike",69,"NK-SBBLLMERS","Nike SB Blazer Low Lance Mountain English Rose","Size: 12",NA,"Trade Range (12 Mos.)US$ 49 - US$ 89",29.6,-8
"1593","2018","nike",80,"SFAF1M-VSTGRYW","SF Air Force 1 Mid Vast Grey (W)","Size: 8W",NA,"Trade Range (12 Mos.)US$ 58 - US$ 102",27.8,-50
"1594","2018","nike",70,"NK-SBDLDIWAVTY","Nike SB Dunk Low Decon Ishod Wair Mismatch","Size: 11",NA,"Trade Range (12 Mos.)US$ 62 - US$ 78",12,-30
"1595","2018","nike",75,"NK-FTCKBC","Flyknit Trainer Cargo Khaki Bright Citron","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 29 - US$ 121",61.6,-50
"1596","2018","nike",78,"AM1-STNRDRYLBLU","Air Max 1 Satin University Red Deep Royal Blue","Size: 11",NA,"Trade Range (12 Mos.)US$ 66 - US$ 90",16,-35
"1597","2018","nike",70,"HRACHERN-GLDRSH","Air Huarache Run Gold Rush","Size: 10",NA,"Trade Range (12 Mos.)US$ 61 - US$ 79",12.4,-41.7
"1598","2018","nike",120,"NK-AM1DSMVBBL","Air Max 1 Dover Street Market Ventile (Brave Blue)","Size: 7.5",NA,"Trade Range (12 Mos.)US$ 78 - US$ 162",35.2,-20
"1599","2018","nike",99,"NK-AM270GYVO","Air Max 270 Grey Volt Orange","Size: 12",NA,"Trade Range (12 Mos.)US$ 89 - US$ 109",9.6,-34
"1600","2018","nike",105,"NK-AM90AWLNBC","Air Max 90 Atmos We Love Nike (Bright Crimson)","Size: 10.5","When it comes to the atmos Nike Air Max 90, this one is for the day ones. Featuring a sharp looking black, bright crimson, and white color scheme, this special Nike Air Max 90 collab showcases an all-over Nike box graphic on the mid panel and mudguard as well as the insole. A black snakeskin texture on the Nike Swoosh logo with a black upper, crimson accents, and a white midsole round out the design on these head turning AM90s. These dropped in May of 2018 and are a must own for any Nike superfan.","Trade Range (12 Mos.)US$ 72 - US$ 138",31.5,-25
"1601","2018","nike",78,"NK-FTNO","Flyknit Trainer Neutral Olive","Size: 11.5",NA,"Trade Range (12 Mos.)US$ 67 - US$ 89",13.9,-48
"1602","2018","nike",77,"AM1-JWLPRTCLRSE","Air Max 1 Jewel Particle Rose","Size: 10",NA,"Trade Range (12 Mos.)US$ 69 - US$ 85",10.8,-45
"1603","2018","nike",71,"SFAF1H-DSTYPCH","SF Air Force 1 High Dusty Peach","Size: 11",NA,"Trade Range (12 Mos.)US$ 55 - US$ 87",22,-60.6
"1604","2018","nike",134,"SPRDN16-NIC","Air Zoom Spiridon 16 NIC","Size 9","If your passport is busting with stamps, these Nike Zoom Spiridons from the “Flag Pack” are more of a must than TSA pre-check. Centered around images of flags from across the world, the Zoom Spiridon utilizes that all-over graphic on its mudguard while other elements on the upper, the midfoot Swoosh, and tongue tab usher in an attractive iridescent glow. All three iterations will come with an “International Flight” hang tag with a globe logo and a number of the flags from the graphic to put the aesthetic through the roof. These dropped in June of 2018 at select Nike retailers worldwide.","Trade Range (12 Mos.)US$ 108 - US$ 160",19.5,-16.3
"1605","2018","nike",59,"NK-EXPX14BKVTC","Nike EXP-X14 Black Volt Total Crimson","Size: 10.5",NA,"Trade Range (12 Mos.)US$ 46 - US$ 72",21.8,-50.8
"1606","2018","nike",82,"SBDNKM-MRNL","Nike SB Dunk Mid Lewis Marnell","Size 8",NA,"Trade Range (12 Mos.)US$ 57 - US$ 107",30.9,-18
"1607","2018","nike",80,"FOAM1-PBJI","Air Foamposite One Peanut Butter & Jelly (I)","Size 4",NA,"Trade Range (12 Mos.)US$ 72 - US$ 88",NA,60
"1608","2018","nike",100,"NK-AHRVJRD","Air Huarache Run Varsity Jacket Red","Size: 9.5",NA,"Trade Range (12 Mos.)US$ 78 - US$ 122",22.1,-16.7
"1609","2018","nike",80,"AF1LC-LTBN","Air Force 1 Low Canvas Light Bone","Size: 11",NA,"Trade Range (12 Mos.)US$ 76 - US$ 84",4.8,-38.5
